accuracy,control_task_accuracy,selectivity,chance,n_train,n_test,seed,probe,layer,model,set,condition
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,9,logistic,8,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,10,logistic,8,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,11,logistic,8,M_npo_s2,control,M_npo_s2:control
0.06944444444444445,0.013888888888888888,0.05555555555555556,0.08333333333333333,216,72,12,logistic,8,M_npo_s2,control,M_npo_s2:control
0.0,0.0,0.0,0.08333333333333333,216,72,13,logistic,8,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,14,logistic,8,M_npo_s2,control,M_npo_s2:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,15,logistic,8,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.125,-0.1111111111111111,0.08333333333333333,216,72,16,logistic,8,M_npo_s2,control,M_npo_s2:control
0.0,0.1527777777777778,-0.1527777777777778,0.08333333333333333,216,72,17,logistic,8,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,18,logistic,8,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,19,logistic,8,M_npo_s2,control,M_npo_s2:control
0.041666666666666664,0.2916666666666667,-0.25,0.08333333333333333,216,72,0,logistic,9,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.2222222222222222,-0.19444444444444442,0.08333333333333333,216,72,1,logistic,9,M_npo_s2,control,M_npo_s2:control
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,2,logistic,9,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.08333333333333333,216,72,3,logistic,9,M_npo_s2,control,M_npo_s2:control
0.09722222222222222,0.05555555555555555,0.04166666666666667,0.08333333333333333,216,72,4,logistic,9,M_npo_s2,control,M_npo_s2:control
0.125,0.19444444444444445,-0.06944444444444445,0.08333333333333333,216,72,5,logistic,9,M_npo_s2,control,M_npo_s2:control
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,6,logistic,9,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,7,logistic,9,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.1111111111111111,-0.027777777777777776,0.08333333333333333,216,72,8,logistic,9,M_npo_s2,control,M_npo_s2:control
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,9,logistic,9,M_npo_s2,control,M_npo_s2:control
0.0,0.041666666666666664,-0.041666666666666664,0.08333333333333333,216,72,10,logistic,9,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.013888888888888888,0.0,0.08333333333333333,216,72,11,logistic,9,M_npo_s2,control,M_npo_s2:control
0.1111111111111111,0.125,-0.013888888888888895,0.08333333333333333,216,72,12,logistic,9,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.06944444444444445,-0.04166666666666667,0.08333333333333333,216,72,13,logistic,9,M_npo_s2,control,M_npo_s2:control
0.0,0.05555555555555555,-0.05555555555555555,0.08333333333333333,216,72,14,logistic,9,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,15,logistic,9,M_npo_s2,control,M_npo_s2:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,16,logistic,9,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.08333333333333333,-0.05555555555555555,0.08333333333333333,216,72,17,logistic,9,M_npo_s2,control,M_npo_s2:control
0.16666666666666666,0.013888888888888888,0.15277777777777776,0.08333333333333333,216,72,18,logistic,9,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,19,logistic,9,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.3055555555555556,-0.22222222222222227,0.08333333333333333,216,72,0,logistic,10,M_npo_s2,control,M_npo_s2:control
0.09722222222222222,0.18055555555555555,-0.08333333333333333,0.08333333333333333,216,72,1,logistic,10,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,2,logistic,10,M_npo_s2,control,M_npo_s2:control
0.1527777777777778,0.16666666666666666,-0.013888888888888867,0.08333333333333333,216,72,3,logistic,10,M_npo_s2,control,M_npo_s2:control
0.05555555555555555,0.1111111111111111,-0.05555555555555555,0.08333333333333333,216,72,4,logistic,10,M_npo_s2,control,M_npo_s2:control
0.16666666666666666,0.09722222222222222,0.06944444444444443,0.08333333333333333,216,72,5,logistic,10,M_npo_s2,control,M_npo_s2:control
0.05555555555555555,0.05555555555555555,0.0,0.08333333333333333,216,72,6,logistic,10,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,7,logistic,10,M_npo_s2,control,M_npo_s2:control
0.1527777777777778,0.18055555555555555,-0.027777777777777762,0.08333333333333333,216,72,8,logistic,10,M_npo_s2,control,M_npo_s2:control
0.09722222222222222,0.041666666666666664,0.05555555555555556,0.08333333333333333,216,72,9,logistic,10,M_npo_s2,control,M_npo_s2:control
0.0,0.013888888888888888,-0.013888888888888888,0.08333333333333333,216,72,10,logistic,10,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.05555555555555555,-0.027777777777777776,0.08333333333333333,216,72,11,logistic,10,M_npo_s2,control,M_npo_s2:control
0.0,0.0,0.0,0.08333333333333333,216,72,12,logistic,10,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,13,logistic,10,M_npo_s2,control,M_npo_s2:control
0.0,0.013888888888888888,-0.013888888888888888,0.08333333333333333,216,72,14,logistic,10,M_npo_s2,control,M_npo_s2:control
0.0,0.0,0.0,0.08333333333333333,216,72,15,logistic,10,M_npo_s2,control,M_npo_s2:control
0.013888888888888888,0.08333333333333333,-0.06944444444444445,0.08333333333333333,216,72,16,logistic,10,M_npo_s2,control,M_npo_s2:control
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,17,logistic,10,M_npo_s2,control,M_npo_s2:control
0.1527777777777778,0.0,0.1527777777777778,0.08333333333333333,216,72,18,logistic,10,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,19,logistic,10,M_npo_s2,control,M_npo_s2:control
0.06944444444444445,0.20833333333333334,-0.1388888888888889,0.08333333333333333,216,72,0,logistic,11,M_npo_s2,control,M_npo_s2:control
0.19444444444444445,0.18055555555555555,0.013888888888888895,0.08333333333333333,216,72,1,logistic,11,M_npo_s2,control,M_npo_s2:control
0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,216,72,2,logistic,11,M_npo_s2,control,M_npo_s2:control
0.125,0.1111111111111111,0.013888888888888895,0.08333333333333333,216,72,3,logistic,11,M_npo_s2,control,M_npo_s2:control
0.06944444444444445,0.1388888888888889,-0.06944444444444445,0.08333333333333333,216,72,4,logistic,11,M_npo_s2,control,M_npo_s2:control
0.125,0.1111111111111111,0.013888888888888895,0.08333333333333333,216,72,5,logistic,11,M_npo_s2,control,M_npo_s2:control
0.16666666666666666,0.05555555555555555,0.1111111111111111,0.08333333333333333,216,72,6,logistic,11,M_npo_s2,control,M_npo_s2:control
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,7,logistic,11,M_npo_s2,control,M_npo_s2:control
0.19444444444444445,0.25,-0.05555555555555555,0.08333333333333333,216,72,8,logistic,11,M_npo_s2,control,M_npo_s2:control
0.1527777777777778,0.08333333333333333,0.06944444444444446,0.08333333333333333,216,72,9,logistic,11,M_npo_s2,control,M_npo_s2:control
0.05555555555555555,0.041666666666666664,0.013888888888888888,0.08333333333333333,216,72,10,logistic,11,M_npo_s2,control,M_npo_s2:control
0.1527777777777778,0.013888888888888888,0.1388888888888889,0.08333333333333333,216,72,11,logistic,11,M_npo_s2,control,M_npo_s2:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,12,logistic,11,M_npo_s2,control,M_npo_s2:control
0.06944444444444445,0.013888888888888888,0.05555555555555556,0.08333333333333333,216,72,13,logistic,11,M_npo_s2,control,M_npo_s2:control
0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,216,72,14,logistic,11,M_npo_s2,control,M_npo_s2:control
0.0,0.08333333333333333,-0.08333333333333333,0.08333333333333333,216,72,15,logistic,11,M_npo_s2,control,M_npo_s2:control
0.0,0.16666666666666666,-0.16666666666666666,0.08333333333333333,216,72,16,logistic,11,M_npo_s2,control,M_npo_s2:control
0.16666666666666666,0.1111111111111111,0.05555555555555555,0.08333333333333333,216,72,17,logistic,11,M_npo_s2,control,M_npo_s2:control
0.2222222222222222,0.08333333333333333,0.1388888888888889,0.08333333333333333,216,72,18,logistic,11,M_npo_s2,control,M_npo_s2:control
0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,216,72,19,logistic,11,M_npo_s2,control,M_npo_s2:control
0.0,0.027777777777777776,-0.027777777777777776,0.08333333333333333,216,72,0,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,1,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.0,0.1388888888888889,0.08333333333333333,216,72,2,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.08333333333333333,0.06944444444444446,0.08333333333333333,216,72,3,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.08333333333333333,0.09722222222222222,0.08333333333333333,216,72,4,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.25,-0.08333333333333334,0.08333333333333333,216,72,5,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.4305555555555556,0.06944444444444445,0.36111111111111116,0.08333333333333333,216,72,6,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.3194444444444444,0.041666666666666664,0.27777777777777773,0.08333333333333333,216,72,7,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.09722222222222222,0.06944444444444443,0.08333333333333333,216,72,8,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,9,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.19444444444444445,0.027777777777777776,0.16666666666666669,0.08333333333333333,216,72,10,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.1527777777777778,0.027777777777777762,0.08333333333333333,216,72,11,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.2222222222222222,0.08333333333333333,0.1388888888888889,0.08333333333333333,216,72,12,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.375,0.05555555555555555,0.3194444444444444,0.08333333333333333,216,72,13,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.16666666666666666,-0.06944444444444443,0.08333333333333333,216,72,14,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.0,0.1111111111111111,0.08333333333333333,216,72,15,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.375,0.05555555555555555,0.3194444444444444,0.08333333333333333,216,72,16,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.1111111111111111,0.06944444444444445,0.08333333333333333,216,72,17,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.013888888888888888,0.15277777777777776,0.08333333333333333,216,72,18,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.2222222222222222,0.08333333333333333,0.1388888888888889,0.08333333333333333,216,72,19,logistic,0,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,216,72,0,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.041666666666666664,0.1388888888888889,0.08333333333333333,216,72,1,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,2,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.09722222222222222,0.055555555555555566,0.08333333333333333,216,72,3,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.027777777777777776,0.125,0.08333333333333333,216,72,4,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,5,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.3611111111111111,0.08333333333333333,0.2777777777777778,0.08333333333333333,216,72,6,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.2222222222222222,0.06944444444444445,0.15277777777777776,0.08333333333333333,216,72,7,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.1388888888888889,0.0,0.08333333333333333,216,72,8,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.125,-0.04166666666666667,0.08333333333333333,216,72,9,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.06944444444444445,0.09722222222222221,0.08333333333333333,216,72,10,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.25,0.20833333333333334,0.04166666666666666,0.08333333333333333,216,72,11,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.09722222222222222,0.0,0.08333333333333333,216,72,12,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.3194444444444444,0.06944444444444445,0.24999999999999997,0.08333333333333333,216,72,13,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.08333333333333333,0.055555555555555566,0.08333333333333333,216,72,14,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.0,0.09722222222222222,0.08333333333333333,216,72,15,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.2916666666666667,0.0,0.2916666666666667,0.08333333333333333,216,72,16,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.19444444444444445,0.08333333333333333,0.11111111111111112,0.08333333333333333,216,72,17,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.041666666666666664,0.1388888888888889,0.08333333333333333,216,72,18,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.0,0.18055555555555555,0.08333333333333333,216,72,19,logistic,1,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.027777777777777776,-0.013888888888888888,0.08333333333333333,216,72,0,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,216,72,1,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.16666666666666666,-0.09722222222222221,0.08333333333333333,216,72,2,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,3,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.041666666666666664,0.11111111111111113,0.08333333333333333,216,72,4,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.125,0.0,0.08333333333333333,216,72,5,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.3333333333333333,0.05555555555555555,0.2777777777777778,0.08333333333333333,216,72,6,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.0,0.125,0.08333333333333333,216,72,7,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.08333333333333333,-0.013888888888888881,0.08333333333333333,216,72,8,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.19444444444444445,-0.09722222222222222,0.08333333333333333,216,72,9,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.09722222222222222,0.06944444444444443,0.08333333333333333,216,72,10,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.1111111111111111,0.013888888888888895,0.08333333333333333,216,72,11,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.09722222222222222,0.027777777777777776,0.08333333333333333,216,72,12,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.19444444444444445,0.08333333333333333,0.11111111111111112,0.08333333333333333,216,72,13,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.027777777777777776,0.1388888888888889,-0.11111111111111112,0.08333333333333333,216,72,14,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.125,0.0,0.125,0.08333333333333333,216,72,15,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.06944444444444445,0.027777777777777776,0.08333333333333333,216,72,16,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.1111111111111111,-0.09722222222222221,0.08333333333333333,216,72,17,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.041666666666666664,0.027777777777777783,0.08333333333333333,216,72,18,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.25,0.0,0.25,0.08333333333333333,216,72,19,logistic,2,M_gd_s2,forget,M_gd_s2:forget
0.0,0.041666666666666664,-0.041666666666666664,0.08333333333333333,216,72,0,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.05555555555555555,0.013888888888888895,0.08333333333333333,216,72,1,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.16666666666666666,-0.125,0.08333333333333333,216,72,2,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.09722222222222222,-0.013888888888888895,0.08333333333333333,216,72,3,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,216,72,4,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.1111111111111111,-0.04166666666666666,0.08333333333333333,216,72,5,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.1111111111111111,0.041666666666666685,0.08333333333333333,216,72,6,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.013888888888888888,0.15277777777777776,0.08333333333333333,216,72,7,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.027777777777777776,0.1111111111111111,-0.08333333333333333,0.08333333333333333,216,72,8,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.19444444444444445,-0.18055555555555555,0.08333333333333333,216,72,9,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.09722222222222222,0.08333333333333333,0.08333333333333333,216,72,10,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,216,72,11,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.125,0.06944444444444445,0.05555555555555555,0.08333333333333333,216,72,12,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.08333333333333333,0.09722222222222222,0.08333333333333333,216,72,13,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.0,0.125,-0.125,0.08333333333333333,216,72,14,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.0,0.013888888888888888,0.08333333333333333,216,72,15,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.1388888888888889,-0.02777777777777779,0.08333333333333333,216,72,16,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.0,0.125,-0.125,0.08333333333333333,216,72,17,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.05555555555555555,-0.041666666666666664,0.08333333333333333,216,72,18,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.027777777777777776,0.1388888888888889,0.08333333333333333,216,72,19,logistic,3,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.027777777777777776,0.013888888888888888,0.08333333333333333,216,72,0,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.041666666666666664,0.06944444444444445,0.08333333333333333,216,72,1,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.20833333333333334,-0.11111111111111112,0.08333333333333333,216,72,2,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,3,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.05555555555555555,0.027777777777777776,0.08333333333333333,216,72,4,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.1388888888888889,-0.04166666666666667,0.08333333333333333,216,72,5,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.20833333333333334,0.05555555555555555,0.1527777777777778,0.08333333333333333,216,72,6,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.06944444444444445,0.04166666666666666,0.08333333333333333,216,72,7,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.027777777777777776,0.1527777777777778,-0.125,0.08333333333333333,216,72,8,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.0,0.1527777777777778,-0.1527777777777778,0.08333333333333333,216,72,9,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.18055555555555555,-0.06944444444444445,0.08333333333333333,216,72,10,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.1388888888888889,-0.06944444444444445,0.08333333333333333,216,72,11,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.09722222222222222,-0.05555555555555556,0.08333333333333333,216,72,12,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.19444444444444445,0.125,0.06944444444444445,0.08333333333333333,216,72,13,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.1527777777777778,0.0,0.08333333333333333,216,72,14,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.013888888888888888,0.0,0.08333333333333333,216,72,15,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.08333333333333333,0.013888888888888895,0.08333333333333333,216,72,16,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.0,0.19444444444444445,-0.19444444444444445,0.08333333333333333,216,72,17,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.05555555555555555,-0.013888888888888888,0.08333333333333333,216,72,18,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.19444444444444445,0.06944444444444445,0.125,0.08333333333333333,216,72,19,logistic,4,M_gd_s2,forget,M_gd_s2:forget
0.027777777777777776,0.06944444444444445,-0.04166666666666667,0.08333333333333333,216,72,0,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,216,72,1,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.2638888888888889,-0.18055555555555558,0.08333333333333333,216,72,2,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.027777777777777776,0.06944444444444445,0.08333333333333333,216,72,3,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.05555555555555555,0.08333333333333333,-0.027777777777777776,0.08333333333333333,216,72,4,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.1388888888888889,0.013888888888888895,0.08333333333333333,216,72,5,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.1111111111111111,0.06944444444444445,0.08333333333333333,216,72,6,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.041666666666666664,0.09722222222222224,0.08333333333333333,216,72,7,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,8,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.05555555555555555,0.09722222222222222,-0.04166666666666667,0.08333333333333333,216,72,9,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.16666666666666666,-0.027777777777777762,0.08333333333333333,216,72,10,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.041666666666666664,0.09722222222222222,-0.05555555555555556,0.08333333333333333,216,72,11,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.1388888888888889,-0.055555555555555566,0.08333333333333333,216,72,12,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.20833333333333334,0.1111111111111111,0.09722222222222224,0.08333333333333333,216,72,13,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.16666666666666666,-0.027777777777777762,0.08333333333333333,216,72,14,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.027777777777777776,0.013888888888888888,0.013888888888888888,0.08333333333333333,216,72,15,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.041666666666666664,-0.027777777777777776,0.08333333333333333,216,72,16,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.0,0.2222222222222222,-0.2222222222222222,0.08333333333333333,216,72,17,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.06944444444444445,0.09722222222222222,-0.027777777777777776,0.08333333333333333,216,72,18,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.06944444444444445,0.08333333333333334,0.08333333333333333,216,72,19,logistic,5,M_gd_s2,forget,M_gd_s2:forget
0.013888888888888888,0.09722222222222222,-0.08333333333333334,0.08333333333333333,216,72,0,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.2222222222222222,0.1111111111111111,0.1111111111111111,0.08333333333333333,216,72,1,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,216,72,2,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.18055555555555555,0.013888888888888888,0.16666666666666666,0.08333333333333333,216,72,3,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.013888888888888888,0.09722222222222221,0.08333333333333333,216,72,4,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.125,-0.027777777777777776,0.08333333333333333,216,72,5,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.1111111111111111,0.0,0.08333333333333333,216,72,6,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.1527777777777778,0.125,0.02777777777777779,0.08333333333333333,216,72,7,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.08333333333333333,0.013888888888888888,0.06944444444444445,0.08333333333333333,216,72,8,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.125,0.08333333333333333,0.04166666666666667,0.08333333333333333,216,72,9,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.1111111111111111,0.027777777777777776,0.08333333333333333,0.08333333333333333,216,72,10,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.1388888888888889,0.2361111111111111,-0.09722222222222221,0.08333333333333333,216,72,11,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.09722222222222222,0.16666666666666666,-0.06944444444444443,0.08333333333333333,216,72,12,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.25,0.1111111111111111,0.1388888888888889,0.08333333333333333,216,72,13,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.20833333333333334,0.0,0.20833333333333334,0.08333333333333333,216,72,14,logistic,6,M_gd_s2,forget,M_gd_s2:forget
0.16666666666666666,0.013888888888888888,0.15277777777777776,0.08333333333333333,216,72,15,logistic,6,M_gd_s2,forget,M_gd_s2:forget
